id,name,streaming_services
tt0301357,Goodbye Lenin!,"Amazon Instant Video, Google Play, iTunes"
tt0330373,Harry Potter and the Goblet of Fire,"Amazon Instant Video, Google Play, iTunes"
tt1188996,My Name Is Khan,"Amazon Instant Video, Google Play, iTunes"
tt0151804,Office Space,"Amazon Instant Video, iTunes, Google Play, Amazon Prime Video"
tt0087553,The Killing Fields,"iTunes, Amazon Instant Video, Google Play"
tt0276919,,
tt0061811,In the Heat of the Night,"iTunes, Google Play, Amazon Instant Video"
tt0079522,Manhattan,"iTunes, Google Play, Amazon Instant Video"
tt0372784,Batman Begins,"Amazon Instant Video, Google Play, iTunes, Netflix"
tt0069467,Cries and Whispers,"Amazon Instant Video, iTunes"
tt1895587,Spotlight,"iTunes, Amazon Instant Video, Google Play"
tt0097441,Glory,"iTunes, Google Play, Amazon Instant Video"
tt0086250,Scarface,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0072417,A Woman Under the Influence,"Amazon Instant Video, iTunes"
tt0765443,Eastern Promises,"Google Play, iTunes, Amazon Instant Video"
tt0053976,The Virgin Spring,"iTunes, Amazon Instant Video"
tt0118715,The Big Lebowski,"iTunes, Google Play, Amazon Instant Video"
tt2404461,The Past,"iTunes, Google Play, Amazon Instant Video"
tt0405094,The Lives of Others,"Amazon Instant Video, Google Play, iTunes"
tt0092593,,
tt0071411,Dersu Uzala,Amazon Instant Video
tt1392214,Prisoners,"Netflix, Amazon Instant Video, Google Play, iTunes"
tt0088258,This Is Spinal Tap,"Google Play, Amazon Instant Video, iTunes"
tt2331143,"Like Father, Like Son","iTunes, Google Play, Amazon Instant Video"
tt0440963,The Bourne Ultimatum,"iTunes, Amazon Instant Video, Google Play, Netflix"
tt0112573,Braveheart,"Amazon Instant Video, iTunes, Google Play, Netflix"
tt0077711,Autumn Sonata,"Google Play, iTunes"
tt0075686,Annie Hall,"Amazon Instant Video, Google Play, iTunes"
tt0117589,,
tt0485947,Mr. Nobody,"Amazon Instant Video, iTunes, Google Play, Amazon Prime Video"
tt0061578,The Dirty Dozen,"Amazon Instant Video, Google Play, iTunes, Netflix"
tt0423866,3-Iron,"Amazon Instant Video, Google Play, iTunes"
tt0376968,The Return,"Amazon Instant Video, Google Play, iTunes"
tt0056172,Lawrence of Arabia,"iTunes, Google Play, Amazon Instant Video"
tt0095016,Die Hard,"iTunes, Google Play, Amazon Instant Video, Amazon Prime Video"
tt0052561,Anatomy of a Murder,"Amazon Instant Video, iTunes, Google Play"
tt0814314,Seven Pounds,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt5198068,Wolfwalkers,AppleTV+
tt0090756,Blue Velvet,"iTunes, Amazon Instant Video, Google Play"
tt5052448,,
tt0089218,The Goonies,"Amazon Instant Video, iTunes, Google Play"
tt1302006,The Irishman,Netflix
tt0077402,,
tt0090605,Aliens,"Amazon Instant Video, iTunes, Google Play"
tt0816692,Interstellar,"iTunes, Google Play, Amazon Instant Video"
tt4387040,Airlift,"iTunes, Google Play"
tt0055031,,
tt0119217,Good Will Hunting,"Google Play, Amazon Instant Video, iTunes"
tt3553976,Captain Fantastic,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video"
tt5013056,Dunkirk,"Netflix, Google Play, Amazon Instant Video, iTunes"
tt0069762,Badlands,"Google Play, iTunes, Amazon Instant Video"
tt0091042,Ferris Bueller's Day Off,"Amazon Instant Video, iTunes, Google Play, Netflix"
tt2209418,Before Midnight,"Google Play, Amazon Instant Video, iTunes"
tt3783958,La La Land,"Amazon Instant Video, Google Play, iTunes"
tt2024544,12 Years a Slave,"Amazon Instant Video, Google Play, iTunes"
tt0056923,Charade,"Amazon Instant Video, Google Play, iTunes, Amazon Prime Video"
tt2278388,The Grand Budapest Hotel,"Amazon Instant Video, iTunes, Google Play"
tt0245429,Spirited Away,"Google Play, Amazon Instant Video, iTunes"
tt1130884,Shutter Island,"Google Play, Amazon Instant Video, iTunes, Amazon Prime Video"
tt0257044,Road to Perdition,"Amazon Instant Video, Google Play, iTunes, Amazon Prime Video"
tt0892769,How to Train Your Dragon,"Netflix, Google Play, Amazon Instant Video, iTunes, Amazon Prime Video"
tt10280296,Sardar Udham,Amazon Prime Video
tt1149362,The White Ribbon,"Google Play, iTunes, Amazon Instant Video"
tt0092005,Stand by Me,"Amazon Instant Video, iTunes, Google Play"
tt0072251,The Taking of Pelham One Two Three,"iTunes, Amazon Instant Video, Google Play"
tt0230600,,
tt0067116,The French Connection,"iTunes, Amazon Instant Video, Google Play"
tt2370248,Short Term 12,"Amazon Instant Video, Google Play, iTunes"
tt0065214,The Wild Bunch,"Amazon Instant Video, iTunes, Google Play"
tt4080728,A Man Called Ove,"Amazon Prime Video, Amazon Instant Video, Google Play, iTunes"
tt0029583,Snow White and the Seven Dwarfs,"Amazon Instant Video, Disney+, iTunes, Google Play"
tt0936501,Taken,"Amazon Instant Video, iTunes, Google Play, Amazon Prime Video"
tt0375611,Black,Netflix
tt1772341,Wreck-It Ralph,"iTunes, Google Play, Amazon Instant Video, Disney+"
tt0454848,Inside Man,"Amazon Instant Video, Google Play, iTunes"
tt0372183,The Bourne Supremacy,"Amazon Instant Video, Google Play, iTunes"
tt1702014,The Way He Looks,"iTunes, Google Play, Amazon Instant Video"
tt0169102,Lagaan: Once Upon a Time in India,Netflix
tt0018773,The Circus,"Amazon Instant Video, iTunes"
tt0870111,Frost/Nixon,"iTunes, Google Play, Amazon Instant Video"
tt0048028,East of Eden,"Amazon Instant Video, Google Play, iTunes"
tt0055499,Through a Glass Darkly,"iTunes, Amazon Instant Video"
tt0408664,Nobody Knows,iTunes
tt0071129,Amarcord,"Amazon Instant Video, Google Play, iTunes"
tt0087544,Nausicaä of the Valley of the Wind,"iTunes, Google Play, Amazon Instant Video"
tt0120815,Saving Private Ryan,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0880502,The Edge of Heaven,Amazon Instant Video
tt0454921,The Pursuit of Happyness,"Google Play, Netflix, Amazon Instant Video, iTunes"
tt1255953,Incendies,"Amazon Instant Video, Google Play, iTunes"
tt2119532,Hacksaw Ridge,"Amazon Instant Video, Google Play, iTunes"
tt0083946,Fitzcarraldo,"Amazon Instant Video, iTunes, Google Play"
tt0107818,Philadelphia,"Amazon Instant Video, iTunes, Google Play"
tt0084503,,
tt8633462,"Quo vadis, Aida?","iTunes, Amazon Instant Video, Google Play"
tt0114388,Sense and Sensibility,"iTunes, Google Play, Amazon Instant Video"
tt0079470,Life of Brian,"Google Play, Netflix, iTunes, Amazon Instant Video"
tt0181875,Almost Famous,"iTunes, Google Play, Amazon Instant Video"
tt0245844,The Count of Monte Cristo,"iTunes, Google Play, Amazon Instant Video"
tt7725596,,
tt3417422,,
tt10431500,Miracle in Cell No. 7,"Google Play, iTunes, Netflix"
tt2582846,The Fault in our Stars,"Disney+, Google Play, iTunes, Amazon Instant Video"
tt0414387,Pride & Prejudice,"iTunes, Google Play, Amazon Instant Video"
tt0499549,Avatar,"Amazon Instant Video, Disney+, Google Play, iTunes"
tt0038890,"Rome, Open City","iTunes, Google Play, Amazon Instant Video"
tt0039628,Miracle on 34th Street,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video, Disney+"
tt0300140,,
tt0086197,The Right Stuff,"Amazon Instant Video, iTunes, Google Play"
tt0107048,Groundhog Day,"Google Play, Amazon Instant Video, iTunes"
tt0058946,The Battle of Algiers,"iTunes, Google Play, Amazon Instant Video"
tt0318462,The Motorcycle Diaries,"Amazon Instant Video, Google Play, iTunes, Amazon Prime Video"
tt0472043,Apocalypto,"iTunes, Amazon Prime Video, Google Play, Amazon Instant Video"
tt0091605,,
tt1032846,"4 Months, 3 Weeks and 2 Days","Amazon Instant Video, iTunes"
tt5186714,The Salesman,Amazon Prime Video
tt12361974,Zack Snyder's Justice League,"Google Play, iTunes, Amazon Instant Video"
tt0109830,Forrest Gump,"Amazon Instant Video, Google Play, iTunes, Netflix"
tt0032551,The Grapes of Wrath,"Google Play, iTunes, Amazon Instant Video"
tt0063227,The Lion in Winter,"iTunes, Google Play, Amazon Instant Video"
tt0113247,La haine,"iTunes, Amazon Instant Video"
tt0121766,Star Wars: Episode III - Revenge of the Sith,"iTunes, Google Play, Disney+, Amazon Instant Video"
tt0137523,Fight Club,"iTunes, Google Play, Amazon Instant Video, Amazon Prime Video"
tt1132620,The Girl with the Dragon Tattoo,"Amazon Prime Video, iTunes, Amazon Instant Video, Google Play"
tt0052311,Touch of Evil,"iTunes, Amazon Instant Video, Google Play"
tt0056217,The Man Who Shot Liberty Valance,"iTunes, Google Play, Amazon Instant Video"
tt10189514,Soorarai Pottru,Amazon Prime Video
tt0042192,All About Eve,"Amazon Instant Video, Google Play, iTunes"
tt0175880,Magnolia,"iTunes, Amazon Instant Video, Google Play"
tt0068646,The Godfather,"Amazon Instant Video, Google Play, iTunes"
tt1285016,The Social Network,"Amazon Instant Video, iTunes, Google Play, Amazon Prime Video"
tt0064665,Midnight Cowboy,"Amazon Instant Video, iTunes, Google Play"
tt0032455,Fantasia,"Amazon Instant Video, Disney+, Google Play, iTunes"
tt1620933,Paan Singh Tomar,Netflix
tt0119488,L.A. Confidential,"Amazon Instant Video, iTunes"
tt0040506,Key Largo,"Google Play, Amazon Instant Video, iTunes"
tt0344510,A Very Long Engagement,"iTunes, Amazon Instant Video, Google Play"
tt0104652,Porco Rosso,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0808506,The Girl Who Leapt Through Time,"Amazon Instant Video, Google Play, iTunes"
tt0432283,Fantastic Mr. Fox,"Disney+, Amazon Instant Video, Google Play, iTunes, Amazon Prime Video"
tt1748122,Moonrise Kingdom,"Amazon Instant Video, Google Play, iTunes"
tt0158983,"South Park: Bigger, Longer & Uncut","iTunes, Amazon Instant Video, Google Play"
tt0078754,,
tt0270053,Vizontele,"Netflix, iTunes"
tt0907657,Once,"Amazon Instant Video, Google Play, iTunes"
tt0034240,Sullivan's Travels,"Amazon Instant Video, Google Play, iTunes"
tt0086637,,
tt1323594,Despicable Me,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0063374,The Odd Couple,"Amazon Instant Video, iTunes, Google Play"
tt0099487,Edward Scissorhands,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video, Disney+"
tt0399295,Lord of War,"Amazon Instant Video, Google Play, iTunes"
tt0040746,Rope,"Amazon Instant Video, iTunes, Google Play"
tt0266543,Finding Nemo,"iTunes, Amazon Instant Video, Disney+, Google Play"
tt1555149,,
tt0065234,Z,"Amazon Instant Video, iTunes"
tt0457655,After the Wedding,"iTunes, Amazon Instant Video"
tt0104691,The Last of the Mohicans,"iTunes, Google Play, Amazon Instant Video, Amazon Prime Video"
tt0117951,Trainspotting,"iTunes, Google Play, Amazon Instant Video"
tt0382932,Ratatouille,"Disney+, iTunes, Google Play, Amazon Instant Video"
tt0060827,Persona,"iTunes, Amazon Instant Video"
tt0061735,Guess Who's Coming to Dinner,"Amazon Instant Video, iTunes, Google Play"
tt3863552,,
tt1139797,Let the Right One In,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video"
tt0037913,Mildred Pierce,"Google Play, iTunes, Amazon Instant Video"
tt1821480,,
tt0050212,The Bridge on the River Kwai,"Amazon Instant Video, iTunes, Google Play"
tt4729430,Klaus,Netflix
tt0386064,,
tt0082971,Indiana Jones and the Raiders of the Lost Ark,"Amazon Instant Video, iTunes, Google Play"
tt0041546,Kind Hearts and Coronets,"iTunes, Amazon Instant Video, Google Play"
tt0033045,The Shop Around the Corner,"Amazon Instant Video, iTunes, Google Play"
tt8075192,Shoplifters,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video"
tt0112641,Casino,"Amazon Instant Video, Google Play, iTunes"
tt5104604,Isle of Dogs,"Google Play, Amazon Instant Video, iTunes"
tt2758880,Winter Sleep,"iTunes, Google Play, Amazon Instant Video"
tt0107290,Jurassic Park,"iTunes, Google Play, Amazon Instant Video"
tt0102138,JFK,"iTunes, Google Play, Amazon Instant Video"
tt0756683,The Man from Earth,"iTunes, Google Play, Amazon Instant Video"
