id,rating,genres,countries,runtime,title,poster,original_language,overview,release_year,streaming_services
tt0093191,79.0,"Drama, Fantasy, Romance","France, Germany",128,Wings of Desire,https://image.tmdb.org/t/p/original/iZQs2vUeCzvS1KfZJ6uYNCGJBBV.jpg,de,"Two angels, Damiel and Cassiel, glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion, the angel longs to experience life in the physical world, and finds -- with some words of wisdom from actor Peter Falk -- that it might be possible for him to take human form.",1987,"Amazon Instant Video, Google Play, iTunes, HBO Max"
tt4934950,77.5,"Thriller, Drama, Mystery, Crime",India,132,Talvar,https://image.tmdb.org/t/p/original/ldwvhHfD8olH6F1nAvAwl7naOK.jpg,hi,A hardened cop deals with three conflicting perspectives involving a brutal double murder. The case is complicated as the prime suspects are the parents who supposedly killed their teenage daughter.,2015,"iTunes, Google Play"
tt0335266,75.0,"Comedy, Drama, Romance","Japan, United Kingdom, United States",102,Lost in Translation,https://image.tmdb.org/t/p/original/wkSzJs7oMf8MIr9CQVICsvRfwA7.jpg,en,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",2003,"iTunes, Google Play, Amazon Instant Video, Paramount+, Showtime"
tt8108198,79.0,"Crime, Thriller, Comedy, Music",India,139,Andhadhun,https://image.tmdb.org/t/p/original/kbqTKqz3amub4GUE5qLEQFFR8Ro.jpg,hi,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,2018,"Google Play, iTunes, Amazon Instant Video, Netflix"
tt2488496,75.5,"Adventure, Action, Science Fiction, Fantasy",United States,136,Star Wars: The Force Awakens,https://image.tmdb.org/t/p/original/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,en,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",2015,"Amazon Instant Video, Disney+, Google Play, iTunes"
tt0258463,76.5,"Action, Drama, Mystery, Thriller","United States, Germany, Czechia",119,The Bourne Identity,https://image.tmdb.org/t/p/original/aP8swke3gmowbkfZ6lmNidu0y9p.jpg,en,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",2002,"iTunes, Google Play, Amazon Instant Video, HBO Max"
tt2582802,84.0,"Drama, Music",United States,107,Whiplash,https://image.tmdb.org/t/p/original/E1fpfU9cMCgFYL3QPvJr3vt20X.jpg,en,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",2014,"Amazon Instant Video, iTunes, Google Play, HBO Max, Peacock"
tt0147612,76.0,"Comedy, Drama",United States,139,Happiness,https://image.tmdb.org/t/p/original/wrfoCziLoXPX5voHmToJPZzXrEd.jpg,en,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.",1998,
tt1950186,80.5,"Drama, Action, History, 1",United States,153,Ford v Ferrari,https://image.tmdb.org/t/p/original/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,en,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",2019,"Google Play, iTunes, Amazon Instant Video, Hulu, Netflix"
tt2431286,74.5,"Drama, 1",United Kingdom,98,Philomena,https://image.tmdb.org/t/p/original/eBUv2GmGdXmCk1AaSOmyiu70hN8.jpg,en,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",2013,"Google Play, Netflix, iTunes, Amazon Instant Video, Paramount+, Showtime"
tt0021749,84.0,"Comedy, Drama, Romance",United States,87,City Lights,https://image.tmdb.org/t/p/original/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,en,"In this sound-era silent film, a tramp falls in love with a beautiful blind flower seller.",1931,"iTunes, Amazon Instant Video, Google Play, HBO Max"
tt1398426,77.5,"Drama, Music, History, 1",United States,147,Straight Outta Compton,https://image.tmdb.org/t/p/original/9B63hMwU6iICtNDTISCaZQ5US7R.jpg,en,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",2015,"Google Play, Amazon Instant Video, iTunes"
tt0249462,76.0,"Drama, Comedy, Music","France, United Kingdom",110,Billy Elliot,https://image.tmdb.org/t/p/original/nOr5diUZxphmAD3li9aiILyI28F.jpg,en,County Durham England 1984 the miners strike has started and the police have started coming up from Bethnal Green starting a class war with the lower classes suffering caught in the middle of the conflict is 11-year old Billy Elliot who after leaving his boxing club for the day stubbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs Wilkinson for an upcoming audition in Newcastle-upon Tyne the audition is for the royal Ballet school in London.,2000,"iTunes, Amazon Instant Video, Google Play, Starz"
tt0107688,78.5,"Fantasy, Animation, Family",United States,76,The Nightmare Before Christmas,https://image.tmdb.org/t/p/original/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,en,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",1993,"iTunes, Google Play, Amazon Instant Video, Disney+"
tt0457430,79.5,"Fantasy, Drama, War","Mexico, Spain, United States",118,Pan's Labyrinth,https://image.tmdb.org/t/p/original/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg,es,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",2006,"iTunes, Google Play, Amazon Instant Video, Starz"
tt0190332,76.0,"Adventure, Drama, Action, Romance","China, Hong Kong, Taiwan, Province of China, United States",120,"Crouching Tiger, Hidden Dragon",https://image.tmdb.org/t/p/original/iNDVBFNz4XyYzM9Lwip6atSTFqf.jpg,zh,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",2000,"Amazon Instant Video, Amazon Prime Video, Google Play, iTunes, Hulu, Netflix"
tt2321405,77.5,"Animation, Comedy, Drama, Family, Romance","France, Switzerland",66,My Life as a Zucchini,https://image.tmdb.org/t/p/original/2uu8fIzl76C9MFiUQhjKYSLKVq.jpg,fr,"After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own.",2016,"Amazon Instant Video, Google Play, iTunes"
tt0084855,75.5,Drama,United States,129,The Verdict,https://image.tmdb.org/t/p/original/iYEuFP1bpj5yOenKliiRFcNO3VE.jpg,en,"Frank Galvin is a down-on-his-luck lawyer and reduced to drinking and ambulance chasing, when a former associate reminds him of his obligations in a medical malpractice suit by serving it to Galvin on a silver platter—all parties are willing to settle out of court. Blundering his way through the preliminaries, Galvin suddenly realizes that the case should actually go to court—to punish the guilty, to get a decent settlement for his clients... and to restore his standing as a lawyer.",1982,"Amazon Instant Video, iTunes, Google Play"
tt1843866,77.0,"Action, Adventure, Science Fiction",United States,136,Captain America: The Winter Soldier,https://image.tmdb.org/t/p/original/tVFRpFw3xTedgPGqxW0AOI8Qhh0.jpg,en,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",2014,"Amazon Instant Video, Disney+, Google Play, iTunes, Starz"
tt0350258,75.5,"Drama, Music, 1",United States,152,Ray,https://image.tmdb.org/t/p/original/tSPC7sO2XYNL9QcMmK88tuUALL5.jpg,en,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",2004,"iTunes, Google Play, Amazon Instant Video"
tt0375679,75.0,"Drama, Crime, Thriller","Germany, United States",112,Crash,https://image.tmdb.org/t/p/original/86BdPC6RDX88NC880pLidKn2LCj.jpg,en,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of a Brentwood housewife, her district attorney husband, a Persian shopkeeper, two cops, a pair of carjackers and a Korean couple converge during a 36-hour period.",2005,"Google Play, Amazon Instant Video, iTunes, HBO Max"
tt0061395,75.5,"Drama, Romance","France, Italy",101,Belle de Jour,https://image.tmdb.org/t/p/original/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg,fr,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",1967,"Amazon Instant Video, iTunes, HBO Max"
tt1170358,76.5,"Fantasy, Adventure, Action","New Zealand, United States",161,The Hobbit: The Desolation of Smaug,https://image.tmdb.org/t/p/original/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,en,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",2013,"Amazon Prime Video, Google Play, Amazon Instant Video, iTunes, HBO Max"
tt4154796,83.0,"Adventure, Science Fiction, Action",United States,181,Avengers: Endgame,https://image.tmdb.org/t/p/original/or06FN3Dka5tukK1e9sl16pB3iy.jpg,en,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019,"Amazon Instant Video, Disney+, Google Play, iTunes"
tt0102536,76.0,"Comedy, Drama","Germany, France, Japan, United Kingdom, United States",128,Night on Earth,https://image.tmdb.org/t/p/original/ktejUHCo6c8DekpOtR3uSb6oDXr.jpg,en,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,1991,"Amazon Instant Video, HBO Max"
tt0078788,83.5,"Drama, War, Mystery",United States,147,Apocalypse Now,https://image.tmdb.org/t/p/original/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,en,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",1979,"iTunes, Amazon Instant Video, Google Play"
tt0119116,75.5,"Adventure, Fantasy, Action, Thriller, Science Fiction","France, United Kingdom",126,The Fifth Element,https://image.tmdb.org/t/p/original/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,en,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",1997,"Amazon Instant Video, iTunes, Google Play, Paramount+, Showtime"
tt0041959,80.0,"Thriller, Mystery, 2",United Kingdom,104,The Third Man,https://image.tmdb.org/t/p/original/oIF3l7Dxp7Eyye10BNyM611wtKa.jpg,en,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",1949,"iTunes, Google Play, Amazon Instant Video"
tt3390572,75.5,"Crime, Action, Drama, Romance",India,150,Haider,https://image.tmdb.org/t/p/original/lOCotkHPODWdsRDMoLbSdLdVT3L.jpg,hi,A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects to have a role in his father's fate.,2014,"Netflix, ZEE5"
tt6148156,78.5,"Action, Thriller, Crime",India,147,Vikram Vedha,https://image.tmdb.org/t/p/original/ob9YxdzRu5lfKgz0PNrlL45dorf.jpg,ta,A notorious gangster Vedha surrenders himself to encounter specialist Vikram whom he challenges every step of the way by narrating his life events in the form of riddles that needs to be solved in order to capture him.,2017,"Google Play, Amazon Instant Video, iTunes, Amazon Prime Video"
tt0013442,78.0,"Fantasy, Horror",Germany,94,Nosferatu,https://image.tmdb.org/t/p/original/m54ZM81pqffp5113LFqikEQL4nN.jpg,de,"The mysterious Count Orlok summons Thomas Hutter to his remote Transylvanian castle in the mountains. The eerie Orlok seeks to buy a house near Hutter and his wife, Ellen. After Orlok reveals his vampire nature, Hutter struggles to escape the castle, knowing that Ellen is in grave danger",1922,"Amazon Instant Video, Google Play, iTunes"
tt0059578,81.0,Western,"Germany, Spain, Italy",132,For a Few Dollars More,https://image.tmdb.org/t/p/original/ooqASvA7qxlTVKL3KwOzBwy57Dh.jpg,it,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",1965,"Google Play, iTunes, Amazon Instant Video"
tt1205489,80.5,Drama,"United States, Germany",116,Gran Torino,https://image.tmdb.org/t/p/original/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg,en,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",2008,"Google Play, Amazon Instant Video, iTunes, HBO Max"
tt0073486,85.5,Drama,United States,133,One Flew Over the Cuckoo's Nest,https://image.tmdb.org/t/p/original/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,en,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",1975,"Google Play, Amazon Instant Video, iTunes"
tt0019254,81.0,"Drama, History, 1",France,82,The Passion of Joan of Arc,https://image.tmdb.org/t/p/original/8OYGtQlO8k9PcOm49apV62eVJQo.jpg,fr,"A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.",1928,"Amazon Instant Video, iTunes, HBO Max"
tt1979320,79.0,"Drama, Action, 1","Germany, United Kingdom, United States",123,Rush,https://image.tmdb.org/t/p/original/uWcMgxO3p3qwVFUxsRz1HbTzGvT.jpg,en,A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.,2013,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0076759,84.0,"Adventure, Action, Science Fiction, Fantasy",United States,121,Star Wars,https://image.tmdb.org/t/p/original/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,en,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,1977,"Amazon Instant Video, Disney+, iTunes, Google Play"
tt2267998,79.5,"Mystery, Thriller, Drama",United States,149,Gone Girl,https://image.tmdb.org/t/p/original/qymaJhucquUwjpb8oiqynMeXnID.jpg,en,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",2014,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt1899353,75.0,"Action, Thriller, Crime","France, Indonesia, United States",101,The Raid,https://image.tmdb.org/t/p/original/Abnm1Ws3JH0ReCfEhLMPwPcMcGO.jpg,id,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",2012,"iTunes, Google Play, Amazon Instant Video, HBO Max"
tt5463162,75.5,"Action, Comedy, Adventure",United States,120,Deadpool 2,https://image.tmdb.org/t/p/original/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,en,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,2018,"Amazon Instant Video, Disney+, Google Play, iTunes"
tt0017925,81.0,"Action, Adventure, Comedy, Drama, War",United States,79,The General,https://image.tmdb.org/t/p/original/4NmV1Wei4LxT2lpjViCAScgCZLq.jpg,en,"During America’s Civil War, Union spies steal engineer Johnnie Gray's beloved locomotive, 'The General'—with Johnnie's lady love aboard an attached boxcar—and he single-handedly must do all in his power to both get The General back and to rescue Annabelle.",1926,"Amazon Instant Video, Amazon Prime Video, Google Play, iTunes, Paramount+, Mubi"
tt0317248,85.0,"Drama, Crime","Brazil, France",130,City of God,https://image.tmdb.org/t/p/original/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,pt,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",2002,"iTunes, Amazon Instant Video, Google Play, Paramount+, Showtime"
tt1189073,75.5,"Thriller, Drama, Horror, Mystery","Spain, United States",120,The Skin I Live In,https://image.tmdb.org/t/p/original/wlTHU4M3Hmkxntnfv4iVMeMnPg2.jpg,es,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,2011,"iTunes, Amazon Instant Video, Google Play, Hulu, Netflix"
tt0101414,78.5,"Romance, Family, Animation, Fantasy",United States,84,Beauty and the Beast,https://image.tmdb.org/t/p/original/6DDJ8o2d6T4fpGWECLF4xBGTyAM.jpg,en,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",1991,"Amazon Instant Video, Disney+, Google Play, iTunes"
tt0069947,76.5,"Action, Thriller, Crime","France, United Kingdom",143,The Day of the Jackal,https://image.tmdb.org/t/p/original/vThgcb3JOj99yETg8WChuci4LV2.jpg,en,"An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin’s trail.",1973,"iTunes, Google Play, Amazon Instant Video"
tt0083922,79.0,"Fantasy, Drama, Mystery","Sweden, Germany, France",188,Fanny and Alexander,https://image.tmdb.org/t/p/original/q8jlA3Wc1Z987hNKRFA44g5OugC.jpg,sv,"As children in the loving Ekdahl family, Fanny and Alexander enjoy a happy life with their parents, who run a theater company. After their father dies unexpectedly, however, the siblings end up in a joyless home when their mother, Emilie, marries a stern bishop. The bleak situation gradually grows worse as the bishop becomes more controlling, but dedicated relatives make a valiant attempt to aid Emilie, Fanny and Alexander.",1982,"iTunes, Amazon Instant Video, HBO Max"
tt0119177,76.5,"Thriller, Science Fiction, Mystery, Romance",United States,106,Gattaca,https://image.tmdb.org/t/p/original/eSKr5Fl1MEC7zpAXaLWBWSBjgJq.jpg,en,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.",1997,"Google Play, Amazon Instant Video, iTunes"
tt0116282,79.5,"Crime, Drama, Thriller","United Kingdom, United States",98,Fargo,https://image.tmdb.org/t/p/original/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg,en,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",1996,"Google Play, Amazon Instant Video, iTunes, Amazon Prime Video, Starz"
tt0299977,77.0,"Drama, Adventure, Action, History",China,99,Hero,https://image.tmdb.org/t/p/original/1NBtOH3KPU9UUp1vzVHJ8qzdW88.jpg,zh,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,2002,"Google Play, Amazon Instant Video, iTunes"
tt0043456,76.5,"Drama, Science Fiction",United States,92,The Day the Earth Stood Still,https://image.tmdb.org/t/p/original/6vTXNdtfKhOp4WAgupknW9yig3V.jpg,en,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,1951,"Amazon Instant Video, Google Play, iTunes"
tt0964517,75.5,"Drama, Action, 1",United States,116,The Fighter,https://image.tmdb.org/t/p/original/jcQYWWi2y1vNsGlJJ2jNcFq0y1n.jpg,en,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",2010,"Google Play, iTunes, Amazon Instant Video, Netflix, Paramount+, Showtime"
tt0112384,75.5,"History, Drama, Adventure",United States,140,Apollo 13,https://image.tmdb.org/t/p/original/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,en,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",1995,"Google Play, Amazon Instant Video, iTunes, Amazon Prime Video, Starz"
tt0074119,77.5,"Drama, History, Mystery, Thriller",United States,138,All the President's Men,https://image.tmdb.org/t/p/original/cPtSHR7D2WGsDBfnC5DxV927hKn.jpg,en,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.",1976,"Amazon Instant Video, Google Play, iTunes, HBO Max"
tt3416742,75.5,"Comedy, Horror","New Zealand, United States",86,What We Do in the Shadows,https://image.tmdb.org/t/p/original/ftrq6LsDNfLPQzrlonOaxSq4yMh.jpg,en,Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.,2014,"Google Play, Amazon Instant Video, iTunes"
tt0046438,82.0,Drama,Japan,137,Tokyo Story,https://image.tmdb.org/t/p/original/g2YbTYKpY7N2yDSk7BfXZ18I5QV.jpg,ja,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",1953,"iTunes, Google Play, Amazon Instant Video, HBO Max"
tt0056592,81.5,"Drama, Crime",United States,129,To Kill a Mockingbird,https://image.tmdb.org/t/p/original/o5icF9TCe8Ld5bWy19rPwsNyLLv.jpg,en,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",1962,"iTunes, Amazon Instant Video, Google Play"
tt0057012,82.5,"Drama, Comedy, War","United Kingdom, United States",95,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://image.tmdb.org/t/p/original/gHm96BRW4GoI339rF1vYoYTB6Qe.jpg,en,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.",1964,"Amazon Instant Video, Google Play, iTunes"
tt0075860,74.5,"Science Fiction, Drama",United States,137,Close Encounters of the Third Kind,https://image.tmdb.org/t/p/original/4zfedS25uMAhgm6YQhc9bhKHbLl.jpg,en,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",1977,"iTunes, Amazon Instant Video, Google Play"
tt0031381,80.5,"Drama, War, Romance",United States,238,Gone with the Wind,https://image.tmdb.org/t/p/original/7K5hvvoM2Of1fgEgUSveNE6DNe7.jpg,en,"The spoiled daughter of a well-to-do plantation owner is forced to use every means at her disposal to claw her way out of poverty, following Maj. Gen. William Sherman's ""March to the Sea,” during the American Civil War.",1939,"Amazon Instant Video, iTunes, Google Play, HBO Max"
tt0015324,81.5,"Action, Comedy, Mystery",United States,45,Sherlock Jr.,https://image.tmdb.org/t/p/original/1G9r3rqtbFAQuyWKOZm4Y5J5s7Q.jpg,en,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",1924,"Amazon Instant Video, Google Play, iTunes"
tt0105695,80.5,Western,United States,130,Unforgiven,https://image.tmdb.org/t/p/original/yKyLJmRAtyXEEYKOvPhKHXIcPq9.jpg,en,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",1992,"iTunes, Amazon Instant Video, Google Play, HBO Max"
tt0048021,79.5,"Drama, Action, Crime, Thriller",France,118,Rififi,https://image.tmdb.org/t/p/original/heVdAFNZUxXVmO6jiJcEHCvI5lK.jpg,fr,"Out of prison after a five-year stretch, jewel thief Tony turns down a quick job his friend Jo offers him, until he discovers that his old girlfriend Mado has become the lover of local gangster Pierre Grutter during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.",1955,
tt0068182,76.5,"Adventure, Drama, History, Action, 1","Germany, Mexico, Peru",95,"Aguirre, the Wrath of God",https://image.tmdb.org/t/p/original/6MNqmGe0JjEuGX1PMjRBAEI6aXg.jpg,de,"A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death.",1972,"iTunes, Amazon Instant Video, Google Play"
tt0120689,85.5,"Fantasy, Drama, Crime",United States,189,The Green Mile,https://image.tmdb.org/t/p/original/velWPhVMQeQKcxggNEU8YmIo52R.jpg,en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",1999,"Google Play, Amazon Instant Video, iTunes, HBO Max"
tt0054215,84.5,"Horror, Drama, Thriller, Mystery",United States,109,Psycho,https://image.tmdb.org/t/p/original/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,en,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",1960,"Amazon Instant Video, iTunes, Google Play"
